,Area,Mean,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1120.807,85.731,52,127,1317.826,557.463,1317.761,557.389,123.465,41.726,34.201,149.199,42.173,1302.051,543.321,141.595,34.181
2,788.224,90.473,55,127,1289.977,575.995,1290.053,576.05,103.56,32.238,31.131,125.234,33.014,1280.305,561.814,126.989,30.799
3,695.747,85.109,56,126,1299.523,607.38,1299.481,607.336,97.472,32.236,27.48,166.181,32.781,1283.216,605.478,167.634,27.454
4,1079.934,87.895,54,128,1300.91,639.064,1300.538,638.984,145.288,39.746,34.595,164.718,42.095,1285.784,624.998,140.612,35.071
5,845.868,83.582,53,128,1326.08,591.941,1326.056,592.004,107.522,33.696,31.962,123.203,34.947,1310.099,583.218,155.695,31.4
6,327.98,84.921,57,124,1328.355,623.989,1328.32,623.936,66.962,21.952,19.023,139.632,22.678,1320.545,616.266,141.746,19.455
7,235.385,74.034,60,115,1333.302,643.674,1333.262,643.687,56.379,18.329,16.351,82.227,18.564,1331.675,652.909,75.579,16.267
8,336.043,74.109,57,112,1345.134,612.652,1345.278,612.564,67.659,21.255,20.13,162.694,21.994,1334.072,610.444,163.258,20.377
9,450.364,73.047,55,123,1354.107,634.335,1354.136,634.372,78.161,25.738,22.279,154.069,26.731,1341.092,629.793,154.584,22.733
10,185.394,75.815,60,117,1375.042,639.374,1375.009,639.377,51.731,17.526,13.469,25.675,18.047,1367.976,644.176,33.389,14.362
11,803.735,89.645,56,127,1358.14,547.427,1358.195,547.483,105.248,34.347,29.794,146.99,34.96,1351.366,531.334,119.327,29.817
12,950.132,80.875,56,125,1356.639,578.661,1356.649,578.636,113.041,37.295,32.438,143.114,38.191,1341.264,566.951,147.45,32.863
13,897.648,84.108,59,126,1397.794,567.189,1397.925,567.514,109.988,35.748,31.972,127.527,36.388,1383.044,556.334,144.964,32.239
14,1169.685,92.178,56,130,1375.841,612.667,1375.884,612.716,125.326,40.435,36.832,128.984,40.885,1357.017,604.45,150.106,36.45
15,858.124,81.451,50,127,1408.995,600.624,1409.083,600.702,108.461,34.795,31.401,158.453,36.175,1391.606,596.916,169.913,31.283
16,1092.865,91.892,56,129,1395.843,654.97,1395.927,655.07,120.908,38.384,36.251,166.429,39.024,1376.195,652.738,169.38,35.959
17,866.979,86.002,55,128,1420.765,630.12,1420.761,630.127,108.862,36.055,30.617,172.759,37.007,1403.935,621.574,151.538,30.822
18,822.06,82.891,53,129,1436.648,585.948,1436.835,586.134,105.497,34.623,30.23,138.276,35.616,1420.715,578.252,157.38,29.969
19,362.93,88.045,59,128,1449.51,612.529,1449.474,612.505,70.295,23.068,20.032,149.271,24.221,1440.407,604.964,146.535,20.52
20,252.127,80.183,58,123,1427.606,561.604,1427.583,561.599,59.113,19.806,16.208,11.58,20.035,1417.805,564.382,18.435,15.96
21,217.353,78.113,58,122,1449.72,566.954,1449.79,566.967,56.16,20.521,13.486,146.344,20.325,1442.12,559.588,129.188,13.187
22,239.93,73.48,55,119,1361.87,657.432,1361.962,657.463,58.546,18.184,16.8,71.831,19.994,1356.161,665.409,56.174,16.912
23,301.679,77.165,57,121,1293.33,662.916,1293.326,662.857,67.353,25.353,15.15,177.385,25.242,1281.504,662.327,175.721,15.582
24,341.174,68.531,56,118,1322.196,662.761,1322.162,662.754,67.649,21.842,19.889,175.07,22.131,1311.469,660.101,158.199,20.034
25,184.514,79.997,59,122,1345.323,663.144,1345.299,663.129,50.298,16.787,13.995,170.71,17.396,1337.325,659.93,159.246,14.212
26,937.378,88.916,56,129,1300.889,685.969,1300.923,686.013,112.837,37.118,32.155,174.377,37.46,1283.73,693.149,22.58,32.02
27,1011.266,89.175,57,130,1338.152,688.103,1338.083,687.943,116.735,36.913,34.881,172.634,37.746,1320.202,682.704,160.661,34.586
28,1030.529,85.703,59,130,1375.967,684.606,1375.819,684.573,118.527,39.311,33.378,147.948,40.276,1360.442,671.574,145.567,33.153
29,162.758,81.363,59,121,1410.428,678.067,1410.434,678.042,47.462,15.746,13.161,38.872,16.206,1404.62,683.731,38.565,13.347
30,690.792,83.817,60,127,1431.12,660.641,1431.189,660.812,96.572,30.157,29.166,2.086,31.608,1416.948,655.135,158.717,28.749
31,179.471,77.455,56,109,1424.911,699.689,1424.802,699.637,49.346,15.835,14.43,31.962,16.34,1418.832,705.135,38.191,14.678
32,935.12,91.532,56,129,1445.373,720.534,1445.336,720.464,112.76,37.004,32.176,140.742,37.519,1433.9,705.991,128.701,32.081
33,396.326,89.274,52,122,1456.558,690.816,1456.776,690.788,75.341,23.712,21.281,156.784,25.148,1445.715,684.93,139.695,21.062
34,1010.796,86.201,48,129,1457.932,639.859,1457.984,639.92,116.681,37.859,33.994,152.771,38.448,1440.578,631.676,157.203,34.579
35,886.565,89.804,54,129,1493.604,624.47,1493.67,624.465,109.75,34.643,32.584,24.514,35.359,1476.708,618.663,161.653,32.362
36,803.881,94.694,54,130,1519.952,647.103,1520.074,647.201,104.187,33.313,30.725,27.48,33.374,1509.243,659.93,51.248,30.553
37,978.837,87.623,56,129,1489.247,669.888,1489.1,669.913,115.336,36.97,33.711,118.373,38,1474.996,656.848,139.203,33.913
38,108.515,79.179,60,117,1515.521,669.107,1515.506,669.089,39.724,14.857,9.3,176.516,14.762,1508.215,668.491,176.009,9.247
39,143.671,74.648,59,106,1531.4,670.016,1531.491,669.952,45.978,15.322,11.939,146.274,16.338,1524.14,666.779,146.976,12.68
40,196.536,75.407,59,119,1548.27,671.428,1548.184,671.393,52.101,16.508,15.158,122.504,17.031,1546.229,663.012,105.154,15.164
41,161.028,79.91,61,119,1548.039,653.62,1548.011,653.577,48.795,17.496,11.719,154.654,18.038,1539.893,650.854,160.017,11.816
42,1038.592,92.049,57,129,1522.521,692.311,1522.515,692.331,118.696,38.803,34.079,151.971,39.918,1505.304,681.505,151.566,34.539
43,1041.143,87.207,50,129,1494.404,713.11,1494.485,713.196,121.05,42.591,31.125,141.535,42.664,1481.161,696.916,132.397,32.214
44,221.634,70.996,58,109,1515.411,742.848,1515.302,742.768,54.741,16.992,16.607,94.331,17.829,1512.839,734.416,106.172,16.438
45,1068.675,85.608,56,127,1538.174,725.512,1538.081,725.335,120.854,39.918,34.087,178.79,41.25,1518.318,719.69,167.291,33.838
46,1118.579,87.243,57,127,1564.82,696.398,1564.888,696.376,124.129,39.768,35.813,139.281,41.083,1546.571,686.813,155.892,35.961
47,282.767,81.76,57,123,1576.222,659.563,1576.217,659.558,64.232,23.207,15.514,12.26,23.476,1564.722,660.957,12.212,15.96
48,760.78,86.312,57,128,1594.919,676.588,1594.916,676.636,102.298,34.34,28.207,176.305,35.408,1577.736,675.512,175.006,28.596
49,1027.304,86.298,54,126,1578.318,733.429,1578.317,733.364,117.926,38.826,33.689,147.673,39.595,1563.695,720.032,134.474,34.102
50,1027.128,88.669,55,127,1606.382,706.343,1606.358,706.366,118.437,40.112,32.603,169.61,41.074,1586.64,702.224,166.253,33.048
51,878.502,78.89,52,123,1648.637,712.273,1648.706,712.297,110.126,37.138,30.119,178.442,38,1630.475,705.82,158.87,30.062
52,1201.849,89.432,56,128,1622.038,740.114,1622.056,740.171,132.384,43.679,35.033,175.013,45.254,1599.996,733.56,163.965,36.211
53,1141.83,92.138,58,129,1595.751,768.68,1595.748,768.728,123.9,41.26,35.236,160.533,42.055,1575.51,762.498,163.926,35.447
54,242.041,78.066,56,122,1625.889,778.467,1625.788,778.416,60.808,20.998,14.676,159.914,22.386,1617.804,773.114,150.69,15.165
55,938.433,81.401,40,125,1653.211,770.421,1653.412,770.406,112.446,36.443,32.787,141.046,37.536,1642.29,754.45,130.374,32.668
56,491.881,96.119,61,128,1521.579,604.847,1521.354,604.834,103.224,27.631,22.666,154.801,29.904,1511.982,591.779,129.89,25.146
57,985.669,95.762,47,129,1557.215,592.684,1557.389,592.819,116.197,36.972,33.944,136.543,37.854,1541.434,582.533,151.348,34.046
58,884.747,88.542,56,129,1589.809,577.205,1589.654,577.09,110.062,35.334,31.881,155.479,36.537,1574.14,568.32,148.023,32.142
59,596.145,77.779,56,124,1510.392,564.063,1510.275,563.853,107.505,44.11,17.208,123.638,42.706,1498.113,547.773,126.686,18.576
60,995.051,94.833,56,130,1534.218,557.19,1534.292,557.253,116.916,39.473,32.097,119.303,39.839,1520.715,542.293,130.468,31.43
61,973.002,86.899,55,126,1562.898,634.034,1562.892,633.957,114.641,38.13,32.491,164.462,38.702,1545.715,625.341,151.167,32.534
62,818.63,93.365,57,130,1597.563,626.188,1597.523,626.186,105.325,34.142,30.528,160.783,34.934,1582.359,617.635,155.068,30.479
63,982.883,86.875,49,125,1634.025,682.824,1634.167,682.82,115.739,38.646,32.382,162.933,39.529,1614.551,678.594,169.518,32.7
64,783.298,87.915,54,127,1664.203,740.098,1664.238,740.187,102.952,32.535,30.654,158.705,33.53,1649.996,731.334,145.823,30.807
65,1119.664,88.681,58,128,1414.72,536.174,1414.681,536.074,124.101,41.05,34.729,130.516,41.439,1403.079,518.663,127.107,34.357
66,1013.289,93.96,54,128,1440.635,513.832,1440.647,513.885,118.072,40.443,31.9,145.764,41.205,1425.681,499.143,144.13,32.207
67,962.066,90.39,54,131,1460.283,545.427,1460.263,545.436,113.761,35.949,34.075,141.83,36.829,1444.174,536.3,149.859,34.35
68,991.386,90.041,55,129,1488.496,573.958,1488.526,573.969,119.373,42.452,29.734,135.668,42.689,1475.339,558.046,131.748,30.033
69,870.82,90.494,57,131,1471.406,598.258,1471.415,598.258,110.077,36.507,30.371,137.638,36.892,1456.332,587.841,150.222,29.764
70,907.002,94.117,53,128,1491.228,529.237,1491.256,529.286,110.127,35.979,32.098,132.582,36.987,1476.537,517.978,140.636,32.559
71,268.342,81.351,57,123,1492.678,502.132,1492.675,502.118,60.6,21.051,16.23,162.335,21.564,1482.188,498.971,159.55,16.433
72,331.879,82.266,56,122,1483.165,472.004,1483.18,472.008,68.251,23.715,17.819,135.532,24.149,1475.51,462.328,128.089,18.283
73,956.759,92.121,53,128,1513.04,484.268,1513.052,484.32,113.997,37.848,32.186,149.729,37.842,1502.222,468.663,129.308,32.305
74,904.011,81.512,50,126,1552.012,474.956,1551.8,474.865,110.517,34.992,32.894,136.627,35.985,1539.037,462.328,137.121,32.859
75,1109.607,83.494,44,127,1526.135,519.603,1526.227,519.518,122.11,39.811,35.487,159.432,40.971,1507.702,510.615,153.97,35.762
76,1197.246,90.44,56,127,1567.679,510.439,1567.629,510.428,126.995,40.007,38.103,144.397,40.745,1560.27,491.437,117.534,37.949
77,862.933,85.878,55,127,1565.372,549.073,1565.467,549.101,108.78,36.372,30.208,116.939,37.255,1555.304,533.218,119.157,30.04
78,804.556,88.347,56,126,1604.767,507.425,1604.785,507.449,104.355,34.277,29.886,161.803,34.632,1589.893,498.286,147.724,29.705
79,182.814,72.576,58,108,1628.71,496.716,1628.661,496.69,50.022,15.575,14.945,128.672,16.357,1623.283,490.41,132.879,15.051
80,147.248,71.402,60,101,1638.178,510.771,1638.115,510.742,47.104,14.707,12.747,29.973,15.931,1631.331,515.581,25.463,13.305
81,978.778,89.955,55,128,1646.534,535.749,1646.561,535.806,114.857,37.37,33.348,161.883,37.948,1627.907,532.362,168.284,33.398
82,823.057,85.428,56,124,1670.818,512.667,1670.74,512.603,105.621,33.256,31.512,111.72,33.791,1666.434,496.574,107.7,31.848
83,227.909,76.141,55,121,1683.441,536.48,1683.45,536.448,56.218,19.016,15.26,3.423,19.647,1673.455,538.526,6.506,15.24
84,795.378,83.306,55,125,1672.051,561.24,1672.084,561.179,103.492,32.804,30.872,164.537,33.814,1658.729,551.54,146.149,30.589
85,984.291,93.454,58,128,1628.246,565.487,1628.051,565.469,116.59,37.696,33.246,163.347,38.332,1610.27,559.588,165.778,33.858
86,848.273,83.782,53,125,1594.599,539.96,1594.705,539.843,108.554,37.636,28.697,114.014,38.163,1586.64,523.115,114.38,28.689
87,925.474,78.746,48,125,1713.061,541.223,1713.274,541.293,111.522,35.129,33.543,140.522,36.03,1702.907,526.197,126.107,33.562
88,817.545,89.998,57,129,1740.123,518.691,1740.218,518.684,104.546,32.485,32.044,133.051,33.461,1729.961,505.649,127.515,31.938
89,1013.934,87.016,49,127,1707.009,504.694,1707.147,504.691,116.52,36.924,34.964,126.321,37.378,1695.372,489.896,123.035,35.114
90,797.841,86.419,57,128,1733.634,484.089,1733.572,483.91,103.566,33.602,30.231,133.213,34.286,1720.03,473.286,142.1,30.066
91,181.553,75.377,56,118,1653.327,457.004,1653.259,456.944,50.158,16.951,13.637,131.328,17.331,1648.968,449.143,119.604,13.924
92,915.622,89.171,52,127,1687.336,474.212,1687.373,474.159,112.218,34.538,33.755,163.291,36.242,1672.085,464.896,151.498,33.655
93,851.322,91.224,53,131,1713.211,454.004,1713.322,453.967,107.82,35.517,30.519,125.15,36.276,1698.797,442.636,138.636,30.158
94,521.818,80.241,57,126,1672.759,447.104,1672.804,447.035,83.785,26.663,24.918,80.595,27.303,1668.831,460.102,78.056,24.966
95,676.278,86.858,56,128,1689.563,426.062,1689.613,426.033,96.197,32.282,26.673,139.242,32.92,1677.05,414.896,141.759,26.59
96,962.418,82.372,53,125,1650.888,482.291,1650.876,482.281,114.783,35.405,34.61,152.939,37.102,1643.318,465.239,113.962,34.065
97,361.112,77.271,57,123,1653.427,425.6,1653.372,425.552,69.803,22.215,20.697,167.291,22.689,1643.318,420.889,155.95,20.907
98,256.555,74.745,57,119,1583.893,485.606,1583.847,485.532,59.114,18.932,17.255,107.519,19.835,1578.763,476.882,117.229,17.145
99,798.076,83.796,53,128,1587.623,454.339,1587.647,454.346,103.485,32.681,31.093,179.872,33.973,1571.058,450.513,165.403,31.144
100,646.665,86.938,56,124,1608.323,479.086,1608.4,479.101,94.946,30.471,27.021,148.128,31.8,1594.174,474.143,151.365,27.457
101,1221.963,86.96,52,128,882.057,445.012,882.166,444.994,133.254,44.031,35.336,141.15,45.651,866.95,428.252,126.612,35.809
102,1259.083,83.748,51,126,923.148,455.994,923.074,455.877,134.39,44.418,36.091,126.55,47.028,904.792,441.78,139.874,37.246
103,258.373,80.087,58,125,854.791,427.014,854.763,426.886,61.886,19.816,16.601,105.972,21.236,847.943,419.006,127.794,16.61
104,284.937,81.217,58,123,869.171,414.182,869.095,414.119,64.094,20.794,17.447,151.48,21.443,859.587,410.273,161.854,18.022
105,229.756,75.71,57,118,932.047,425.219,932.002,425.151,57.688,19.698,14.851,129.551,20.91,926.025,416.609,121.608,14.961
106,256.056,75.201,56,120,938.078,408.635,938.023,408.594,62.383,20.912,15.59,144.595,22.562,928.593,402.739,147.395,15.813
107,1252.486,164.538,55,255,834.01,445.347,834.143,445.442,139.404,45.657,34.928,138.049,46.972,818.32,427.567,131.009,34.348
108,482.147,73.996,56,123,853.291,480.071,853.465,480.393,84.714,26.482,23.182,129.997,27.849,839.724,475.17,163.571,22.937
109,1347.25,93.195,54,128,889.415,490.494,889.277,490.648,140.599,45.475,37.721,114.56,48.241,883.902,466.437,105.862,38.949
110,1036.188,78.326,53,123,922.819,525.63,922.749,525.646,129.808,47.685,27.668,107.678,48.138,910.272,504.28,108.242,28.107
111,1124.912,87.37,56,127,943.727,494.945,944.134,495.504,126.064,39.714,36.065,143.769,40.121,929.45,480.136,140.194,35.986
112,1272.864,81.012,43,128,988.324,523.256,988.333,523.458,137.189,45.735,35.436,124.916,47.251,970.717,507.875,137.056,36.36
113,143.612,84.531,61,123,1002.437,551.405,1002.411,551.309,45.195,15.626,11.702,101.742,16.115,1001.196,543.663,104.775,11.815
114,1239.937,82.331,52,129,954.095,550.222,953.777,550.092,140.374,44.992,35.089,112.212,49.712,951.196,525.341,103.749,37.053
115,1170.535,83.563,46,129,989.929,575.022,989.856,574.91,128.783,43.395,34.344,118.547,44.271,978.08,556.163,122.522,35.151
116,1186.075,84.675,46,130,1029.979,582.168,1030.003,582.353,129.112,41.545,36.35,146.02,44.047,1014.552,565.752,129.321,36.231
117,306.282,83.256,60,127,1055.607,600.361,1055.54,600.377,66.219,23.371,16.686,84.502,23.59,1052.908,611.471,76.569,17.123
118,1227.211,95.473,60,133,1083.517,605.155,1083.574,605.141,131.011,41.818,37.365,119.25,44.233,1070.545,586.985,122.029,38.356
119,896.124,89.887,57,130,1107.662,578.134,1107.735,578.181,110.828,36.388,31.356,122.56,37.501,1095.203,564.211,127.393,31.492
120,303.819,81.619,55,122,1138.106,566.881,1138.077,566.823,64.076,19.997,19.344,121.475,20.776,1133.216,557.533,113.819,19.248
121,1051.552,98.926,58,133,1119.202,621.278,1119.215,621.348,120.061,40.448,33.101,122.604,41.44,1110.785,602.224,115.189,33.6
122,885.686,90.283,56,130,1141.52,595.221,1141.61,595.43,109.489,34.848,32.36,121.085,35.577,1132.531,580.135,122.619,32.305
123,391.605,86.743,59,128,1150.78,621.719,1150.787,621.766,74.701,25.759,19.356,25.571,25.229,1140.579,629.108,31.964,19.625
124,985.493,86.449,40,131,1166.946,644.412,1167.182,644.406,117.385,38.993,32.179,153.164,40.322,1149.483,634.416,146.782,32.472
125,124.143,79.448,62,117,1198.38,636.571,1198.37,636.559,41.019,13.395,11.801,21.318,13.972,1191.606,638.697,19.323,11.751
126,681.82,89.613,59,129,1202.952,657.104,1202.948,657.156,97.095,31.13,27.887,159.351,32.353,1187.839,651.882,165.596,28.224
127,1196.953,92.294,54,131,1181.688,611.083,1181.804,611.237,129.563,44.028,34.615,126.193,43.778,1176.88,589.896,103.112,34.515
128,1008.539,89.613,58,127,1221.402,626.048,1221.623,626.347,117.289,38.416,33.426,129.21,39.467,1211.812,608.903,123.139,34.316
129,1227.446,90.492,58,128,1240.508,665.583,1240.364,665.437,130.665,42.274,36.969,121.955,43.592,1232.189,644.69,114.854,37.002
130,208.528,74.306,60,105,1273.344,671.057,1273.506,670.985,60.554,17.828,14.892,166.495,18.74,1264.038,668.149,167.869,15.44
131,983.294,80.966,52,125,1262.877,634.286,1262.843,634.191,115.602,38.21,32.765,113.778,38.294,1261.812,615.067,96.934,32.841
132,369.703,71.167,55,120,1244.104,609.261,1244.075,609.221,72.391,22.999,20.467,139.925,23.556,1238.524,598.629,107.776,20.584
133,377.092,70.147,55,114,1268.686,604.808,1268.594,604.873,71.4,22.932,20.937,139.375,23.29,1265.579,593.834,109.767,20.991
134,1055.716,87.933,52,127,1222.835,556.974,1222.857,557.032,120.421,40.634,33.08,113.398,41.38,1210.1,540.238,118.686,33.141
135,1123.505,78.721,52,123,1258.061,551.846,1258.256,552.048,124.113,41.573,34.409,134.489,42.513,1242.805,536.814,133.531,35.371
136,254.15,77.14,57,121,1230.056,589.717,1230.032,589.747,59.022,19.729,16.402,109.795,20.229,1226.367,579.964,105.213,16.709
137,294.877,75.401,54,123,1246.65,576.778,1246.616,576.747,65.566,21.385,17.557,167.109,22.233,1236.641,573.8,167.998,18.307
138,182.257,79.814,56,120,1251.32,592.418,1251.422,592.48,51.368,16.632,13.952,167.266,17.277,1241.949,592.978,13.761,14.555
139,181.699,71.156,57,114,1266.772,584.449,1266.806,584.464,49.922,16.388,14.117,135.029,17.003,1261.641,577.396,124.33,14.218
140,344.927,74.793,53,121,1150.72,547.081,1150.706,547.037,68.923,22.013,19.951,154.472,22.907,1141.949,539.211,148.449,20.53
141,844.784,85.595,54,128,1165.201,573.597,1165.263,573.714,109.121,37.325,28.818,124.221,37.413,1155.648,557.019,121.144,28.933
142,949.077,90.418,56,128,1201.811,583.42,1201.72,583.308,114.848,38.13,31.691,129.168,38.821,1187.326,570.204,131.424,31.335
143,1177.894,80.978,56,115,1185.652,546.158,1185.99,546.834,127.889,43.613,34.388,115.802,43.613,1173.97,527.91,125.25,33.778
144,1112.861,85.673,55,129,1119.529,540.578,1119.737,540.481,124.633,38.935,36.393,129.776,40.21,1114.894,520.718,102.793,36.078
145,858.74,84.302,54,127,1157.686,519.496,1157.673,519.384,109.973,35.425,30.865,93.064,36.956,1150.339,501.197,110.618,31.283
146,699.266,85.613,54,126,1180.99,496.473,1181.006,496.571,97.387,31.212,28.525,100.83,32.403,1175.511,481.163,112.364,29.104
147,1201.233,85.226,52,126,1211.482,517.6,1211.528,517.583,128.973,41.275,37.055,104.315,42.76,1197.428,501.711,128.66,37.237
148,261.715,78.974,56,119,1213.796,488.012,1213.769,487.902,60.127,19.07,17.474,95.922,19.984,1211.298,477.91,109.522,17.778
149,231.955,74.028,57,118,1200.123,477.998,1200.128,478.022,58.234,20.443,14.446,56.777,20.674,1195.031,487.156,58.548,14.599
150,1056.009,87.464,54,127,1129.418,500.297,1129.495,500.362,120.739,37.565,35.793,90.264,38.809,1125.853,481.334,105.876,36.293
151,947.288,81.298,38,125,1317.785,430.996,1317.85,431.19,114.517,36.292,33.234,118.357,38.046,1305.476,416.437,122.689,33.622
152,260.308,73.75,53,119,1350.12,423.507,1350.146,423.53,61.436,20.599,16.09,142.986,21.751,1341.264,416.609,146.56,16.529
153,312.147,74.274,52,120,1378.709,430.557,1378.76,430.594,67.289,22.816,17.419,174.981,23.321,1366.948,428.937,172.405,18.151
154,201.461,76.609,56,119,1332.894,456.426,1332.806,456.381,52.496,16.611,15.442,125.481,17.059,1325.51,452.225,144.395,15.301
155,841.588,82.007,54,126,1358.034,480.8,1357.912,480.726,110.055,38.879,27.561,143.095,39.35,1343.147,468.834,142.781,27.933
156,279.483,78.235,56,120,1380.038,471.937,1380.146,471.782,62.203,20.362,17.476,118.173,20.509,1375.853,462.328,112.068,17.217
157,222.308,78.608,55,121,1396.497,465.983,1396.533,466.021,55.835,19.143,14.786,122.004,20.069,1390.065,458.047,126.674,15.181
158,531.787,71.393,54,119,1361.859,452.382,1361.631,452.229,91.43,30.356,22.305,4.265,32.684,1346.229,457.362,9.956,22.637
159,827.69,78.519,45,124,1367.817,405.766,1367.877,405.678,106.885,33.337,31.612,146.618,34.43,1350.51,405.136,169.976,31.36
160,308.892,76.59,54,121,1397.316,447.03,1397.336,447.056,67.008,24.095,16.323,149.022,24.525,1388.524,438.355,142.09,16.286
161,1108.082,84.865,52,125,1408.486,422.378,1408.572,422.369,123.048,40.111,35.174,116.376,40.904,1399.654,403.766,110.331,35.842
162,699.94,80.377,35,123,1441.415,419.255,1441.618,419.491,99.251,31.195,28.569,113.968,33.041,1430.304,406.506,130.376,28.517
163,859.092,80.408,51,124,1450.799,449.986,1450.916,450.081,110.894,38.288,28.568,147.601,39.932,1430.989,443.321,151.017,29.379
164,877.388,83.461,54,126,1421.615,475.97,1421.647,475.964,109.678,37.08,30.127,128.513,37.737,1412.496,459.417,121.454,30.611
165,1099.315,91.958,56,128,1462.167,489.69,1462.241,489.763,125.693,42.697,32.782,139.875,43.651,1444.859,475.341,140.252,32.207
166,978.72,87.66,46,127,1483.686,442.669,1483.71,442.741,116.862,38.785,32.129,125.719,40.206,1471.743,426.711,127.212,32.966
167,493.67,77.71,54,122,1524.429,459.569,1524.67,459.723,83.56,27.345,22.986,160.971,27.706,1510.099,457.191,169.315,23.298
168,857.479,87.38,55,130,1623.142,370.912,1623.232,370.834,108.184,34.87,31.31,163.15,35.493,1605.475,367.807,159.379,31.507
169,980.45,87.516,53,127,1629.22,403.828,1629.247,403.752,115.396,37.698,33.115,145.31,39.028,1611.64,394.691,148.821,33.575
170,935.619,78.298,46,124,1628.277,451.251,1628.375,451.163,112.444,34.931,34.103,75.356,35.294,1615.407,463.526,48.343,34.573
171,769.576,85.244,51,124,1606.273,426.695,1606.272,426.674,102.058,32.274,30.36,175.651,33.445,1589.893,423.115,171.165,30.588
172,592.392,84.087,62,120,1663.613,403.122,1663.591,403.074,89.106,28.95,26.054,144.811,29.604,1651.023,395.547,148.241,26.148
173,777.346,76.402,44,121,1467.157,404.587,1467.14,404.436,104.076,36.058,27.449,115.054,36.496,1461.298,387.499,108.605,27.82
174,1214.134,89.627,53,128,1502.462,400.2,1502.628,400.269,129.385,41.82,36.965,163.502,42.351,1484.928,387.499,149.91,36.218
175,872.316,82.356,52,125,1545.461,388.76,1545.429,388.627,109.557,34.564,32.133,136.692,35.281,1542.291,371.746,106.06,32.325
176,654.61,77.074,52,121,1512.98,434.182,1513.078,434.142,95.131,31.011,26.877,139.409,31.574,1498.455,427.225,162.646,27.113
177,914.684,92.99,52,126,1539.906,421.453,1539.923,421.482,112.49,38.108,30.561,129.631,38.873,1524.482,409.417,139.645,31.02
178,593.536,82.451,50,125,1572.846,425.976,1572.68,425.924,89.439,29.459,25.653,90.161,30.1,1571.4,441.095,81.824,26.18
179,188.912,76.123,55,119,1542.044,447.624,1542.092,447.61,52.981,19.131,12.573,158.177,20.081,1532.017,444.348,155.839,13.441
180,221.018,72.983,54,119,1560.45,451.456,1560.474,451.44,55.825,18.253,15.417,144.955,18.74,1557.359,442.807,109.759,15.196
181,980.362,91.732,54,133,1565.551,329.059,1565.645,328.979,117.594,36.936,33.794,164.888,38.921,1546.058,324.999,168.838,33.905
182,748.084,88.073,54,130,1598.882,345.829,1599.068,345.76,101.56,34.447,27.651,148.107,35.121,1583.044,337.157,156.435,27.917
183,750.078,76.509,56,122,1579.783,365.217,1579.787,365.147,101.608,33.916,28.159,141.619,34.863,1567.29,353.937,143.186,28.487
184,821.239,80.502,58,113,1588.851,396.905,1588.924,396.809,105.874,34.51,30.299,167.227,35.364,1571.914,391.266,162.53,30.581
185,908.732,88.811,54,127,1506.87,366.05,1507.129,366.079,110.99,35.802,32.317,166.816,36.302,1493.489,354.28,142.86,32.363
186,1004.493,89.825,56,130,1542.1,354.528,1542.158,354.473,117.135,38.428,33.282,172.791,39.069,1522.941,350.855,174.214,33.39
187,815.815,89.506,55,130,1518.355,327.876,1518.415,327.821,106.78,32.936,31.538,135.984,34.459,1502.051,324.314,163.546,31.721
188,231.163,73.389,47,120,1407.623,256.963,1407.67,256.913,57.259,19.917,14.778,24.809,19.934,1398.113,259.76,13.917,14.692
189,732.896,83.315,53,129,1433.517,249.952,1433.742,249.7,101.882,32.135,29.038,141.413,33.52,1417.462,245.547,164.899,28.568
190,271.772,89.819,66,129,1468.242,260.866,1468.253,260.79,61.376,20.562,16.829,133.509,20.91,1459.072,255.821,148.392,17.035
191,850.442,90.413,53,131,1449.111,279.381,1449.16,279.353,107.483,33.015,32.798,106.019,34.445,1433.558,272.602,156.876,32.138
192,1115.588,89.657,54,130,1414.202,284.244,1414.283,284.145,124.087,38.573,36.824,144.604,40.824,1401.024,268.492,130.236,37.16
193,251.13,83.198,68,122,1490.195,276.186,1490.204,276.14,60.241,18.35,17.425,17.183,19.652,1480.818,279.965,22.543,17.247
194,415.883,75.523,49,123,1515.264,288.225,1515.026,287.826,75.58,24.52,21.595,137.974,25.343,1507.017,278.424,126.483,21.921
195,691.936,85.772,56,130,1540.163,305.537,1540.214,305.336,97.326,31.181,28.254,137.008,32.068,1535.099,291.095,109.983,28.022
196,807.312,85.402,46,131,1493.341,303.653,1493.366,303.63,105.313,34.374,29.903,131.739,35.276,1483.044,289.554,126.314,30.239
197,891.902,90.576,54,128,1484.988,336.673,1484.991,336.609,109.573,34.164,33.239,178.532,35.199,1468.318,342.294,21.698,33.262
198,1247.325,84.114,54,125,1392.857,380.776,1392.803,380.637,131.183,42.977,36.953,138.433,43.38,1379.106,363.698,121.933,37.05
199,995.843,89.668,52,127,1433.465,386.552,1433.526,386.575,117.91,37.242,34.046,158.098,39.105,1416.092,379.109,160.296,34.296
200,989.07,87.833,54,128,1465.352,368.023,1465.35,368.028,116.12,36.886,34.141,158.445,37.075,1447.428,371.574,11.725,33.961
201,269.221,77.441,53,123,886.087,280.593,886.024,280.582,62.587,19.242,17.814,169.305,20.39,876.025,280.821,7.722,17.777
