,Area,Mean,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
872,869.208,92.298,61,139,874.444,920.403,874.552,920.383,117.609,36.68,30.172,110.126,39.633,869.005,901.539,105.537,32.022
873,864.282,94.952,54,136,805.345,784.632,805.181,784.328,108.011,34.445,31.948,141.375,35.196,795.375,770.375,122.685,32.137
874,270.775,84.058,60,130,796.207,684.753,796.198,684.751,61.724,20.627,16.714,62.047,20.956,794.005,695.375,67.416,17.068
875,1270.928,93.155,57,135,800.635,650.178,800.442,650.101,132.253,42.652,37.94,119.365,43.129,786.128,635.272,136.931,38.11
876,490.24,80.485,57,128,799.334,542.86,799.236,542.744,87.568,32.461,19.229,133.135,32.522,788.697,530.992,131.158,19.818
877,1031.761,85.678,56,133,794.545,581.17,794.595,581.472,128.559,39.982,32.857,119.357,44.402,786.813,558.56,108.435,33.381
878,456.492,79.533,57,130,796.209,612.466,796.265,612.531,81.552,27.887,20.842,134.363,29.181,785.786,601.368,129.763,21.255
879,1126.378,91.915,57,133,896.248,582.794,896.287,582.835,126.459,43.504,32.966,127.188,43.656,887.326,562.499,115.56,33.749
880,1140.452,94.086,57,133,922.672,617.011,922.677,617.058,126.525,44.287,32.787,115.578,44.837,916.436,596.231,112.452,32.824
881,1054.924,94.325,57,133,901.706,647.05,901.716,647.012,120.008,39,34.44,109.412,40.533,895.374,627.396,101.452,34.653
882,222.807,71.613,57,117,932.124,652.877,932.109,652.817,57.85,20.77,13.659,120.101,21.159,927.052,643.149,113.868,14.164
883,820.184,78.031,47,130,923.282,677.593,922.953,677.401,106.044,35.896,29.092,124.264,37.205,910.272,664.724,132.575,29.83
884,1215.776,92.433,51,134,917.566,712.597,917.748,712.716,134.446,48.191,32.121,125.85,49.871,902.224,692.464,124.509,32.811
885,889.351,92.447,56,134,891.772,728.377,891.831,728.41,115.009,40.088,28.247,136.478,42.28,880.648,709.587,125.106,28.685
886,161.41,84.019,65,126,918.866,746.294,918.847,746.284,48.262,16.538,12.427,112.764,17.493,915.237,738.183,113.051,12.808
887,933.185,87.06,57,133,900.477,763.064,900.581,763.117,112.518,35.906,33.091,119.292,36.873,886.984,749.656,138.389,33.162
888,403.157,81.08,59,130,900.214,792.749,900.2,792.716,75.145,24.447,20.997,119.711,26.489,892.977,781.676,120.71,21.439
889,759.05,89.571,60,134,924.427,808.775,924.381,808.754,102.359,35.347,27.342,109.454,35.799,919.518,791.094,103.837,27.544
890,406.793,85.318,59,135,893.145,814.603,893.131,814.636,74.679,25.012,20.708,126.889,25.483,884.758,804.792,131.186,21.189
891,1100.811,94.641,61,137,914.415,844.149,914.389,844.19,123.139,40.298,34.781,102.369,41.776,909.244,823.799,101.586,35.171
892,302.676,76.814,62,116,930.482,870.774,930.484,870.715,65.634,22.299,17.283,93.107,23.175,929.963,859.244,98.07,17.705
893,593.8,92.112,59,137,910.891,880.853,910.889,880.783,90.846,31.002,24.387,116.814,31.569,902.052,867.635,121.017,24.581
894,789.221,98.995,63,140,909.844,915.696,909.873,915.761,103.842,32.865,30.576,128.884,33.973,899.826,901.539,127.216,31.062
895,300.77,82.174,68,120,904.198,942.609,904.205,942.66,64.651,21.503,17.809,110.972,22.026,898.114,932.874,120.353,17.705
896,611.421,91.625,69,133,936.079,902.138,936.044,902.18,91.429,30.601,25.44,112.403,31.112,927.395,889.381,122.64,25.493
897,1148.984,101.584,59,139,968.882,914.164,968.836,914.289,125.232,40.058,36.52,148.92,40.44,958.217,897.087,120.256,35.915
898,1083.57,103.656,63,140,932.23,947.24,932.194,947.233,122.609,42.006,32.844,108.788,42.455,929.45,926.367,100.222,33.466
899,647.368,93.262,59,137,963.773,946.614,963.636,946.463,95.094,32.794,25.134,126.597,33.485,954.107,932.532,124.584,25.307
900,228.583,89.813,65,133,954.303,969.822,954.254,969.757,57.803,19.201,15.158,14.438,19.994,945.203,974.313,28.101,15.582
901,1043.43,88.723,56,133,959.975,666.141,960,666.14,119.481,41.914,31.697,130.367,42.217,953.08,646.231,114.694,31.723
902,1070.2,86.9,44,132,984.707,644.706,985.125,644.9,121.854,41.808,32.593,146.368,42.729,967.292,631.505,148.603,33.359
903,1117.611,87.593,56,132,1025.579,657.152,1025.631,657.148,123.99,41.427,34.349,140.364,42.637,1009.586,643.32,136.627,34.762
904,1180.387,90.344,58,133,997.197,683.022,997.134,683.028,127.733,42.825,35.094,117.457,43.257,983.73,665.923,121.236,35.409
905,1021.176,91.478,52,134,954.793,702.892,954.773,702.95,118.117,39.223,33.149,119.627,40.416,944.176,685.272,123.421,34.418
906,1018.684,93.624,59,134,989.826,721.243,989.896,721.435,117.472,37.999,34.133,131.63,38.337,973.456,711.984,150.573,34.391
907,1225.98,93.745,57,135,957.388,741.74,957.329,741.78,129.856,43.579,35.819,142.307,44.133,940.922,726.197,140.194,36.398
908,698.767,89.923,56,134,996.802,755.817,996.87,755.807,99.518,33.106,26.874,129.247,34.118,981.847,747.943,144.395,27.804
909,1113.682,91.347,58,134,1025.016,751.14,1024.942,750.864,128.02,47.541,29.827,109.959,47.098,1015.922,728.936,110.873,30.534
910,973.178,92.488,58,132,978.162,778.061,978.242,778.084,116.097,39.823,31.115,137.238,40.234,963.696,764.21,132.585,31.117
911,898.675,89.997,59,134,964.779,809.522,964.798,809.493,110.58,35.337,32.381,128.781,36.199,952.908,796.231,130.396,32.377
912,874.691,87.79,56,133,999.897,816.852,999.875,816.773,110.111,36.771,30.287,119.608,37.871,987.155,802.909,130.967,30.605
913,728.85,95.577,59,137,947.426,837.27,947.46,837.336,99.665,33.266,27.897,108.988,34.493,942.292,820.888,108.525,28.082
914,962.975,91.817,57,135,979.396,846.272,979.386,846.232,114.006,37.196,32.963,111.475,37.666,968.833,830.477,130.206,33.186
915,1076.621,94.127,61,136,1015.064,854.253,1015.116,854.301,120.91,40.855,33.552,120.739,41.664,1001.196,838.525,128.66,33.696
916,997.573,96.144,61,137,957.238,873.71,957.157,873.836,116.723,39.283,32.333,120.911,40.276,946.23,857.19,129.307,32.156
917,1000.358,92.949,41,138,991.831,882.874,991.763,883.129,115.697,37.839,33.661,99.219,38.029,981.162,866.95,121.185,32.877
918,863.842,97.307,61,138,1023.211,892.603,1023.265,892.637,108.803,37.76,29.128,93.911,37.876,1019.004,874.484,103.596,28.938
919,257.845,79.922,63,128,1004.294,911.995,1004.275,911.997,60.883,19.216,17.085,120.801,20.506,996.573,905.82,138.724,16.781
920,223.862,82.546,65,127,1018.09,930.416,1018.098,930.391,56.713,19.201,14.844,98.547,20.433,1015.58,920.546,103.57,15.411
921,818.278,93.223,61,138,995.775,940.169,995.83,940.219,105.44,33.583,31.023,100.671,34.613,988.011,925.34,116.438,31.148
922,761.572,99.871,63,138,1025.52,957.794,1025.58,957.859,101.334,33.546,28.906,114.13,34.318,1015.58,943.662,126.069,28.554
923,322.555,89.554,62,136,990.186,964.985,990.176,964.975,66.947,23.138,17.75,158.309,23.259,979.963,959.587,149.47,17.954
924,258.93,90.52,66,134,1006.706,980.07,1006.689,980.01,59.989,18.609,17.717,58.494,19.124,1004.621,970.717,106.65,18.023
925,784.061,93.604,64,139,978.734,986.733,978.733,986.801,103.011,33.418,29.873,119.288,34.551,970.203,971.402,114.914,30
926,826.634,100.466,61,140,1005.726,1008.999,1005.762,1009.068,105.979,34.725,30.31,109.609,35.089,998.285,993.148,114.814,30.088
927,877.329,102.736,64,140,1032.649,991.885,1032.682,991.895,108.391,35.483,31.481,118.77,36.237,1018.319,980.819,137.49,31.038
928,744.83,96.695,59,137,1033.048,1031.462,1033.013,1031.278,101.491,31.89,29.738,113.141,32.774,1019.689,1022.771,149.55,28.947
929,288.221,91.344,65,130,1057.935,1023.876,1057.873,1023.858,63.857,21.688,16.92,78.79,21.928,1056.847,1034.929,75.53,16.783
930,915.036,110.734,71,140,1083.12,1030.038,1083.165,1030.087,110.901,35.41,32.902,115.114,35.977,1071.401,1016.607,136.736,32.793
931,891.696,105.336,76,140,1060.056,1055.355,1059.979,1055.368,109.782,35.671,31.829,96.965,36.907,1057.018,1037.326,101.779,31.599
932,599.224,118.252,77,159,1084.395,1073.094,1084.417,1073.642,90.731,30.596,24.936,88.353,30.869,1082.531,1088.182,86.82,25
933,658.422,98.386,63,136,1065.097,996.903,1065.051,996.776,95.369,32.739,25.607,118.454,33.982,1057.874,980.819,119.924,25.745
934,189.968,92.765,60,134,1088.298,1001.596,1088.229,1001.617,50.574,16.472,14.684,83.245,16.864,1086.47,1009.758,77.093,14.98
935,169.297,101.902,76,135,1099.854,1013.054,1099.856,1013.096,48.289,16.056,13.425,146.789,16.439,1091.949,1010.614,157.977,13.634
936,221.927,92.588,68,136,1080.772,979.677,1080.802,979.693,55.1,17.958,15.735,50.608,17.904,1072.942,984.244,33.69,16.009
937,226.061,76.954,63,107,1051.107,643.399,1050.924,643.306,57.114,18.516,15.545,151.56,19.698,1043.148,638.697,155.886,15.968
938,283.061,80.287,62,113,1075.93,646.676,1076.049,646.672,62.299,20.891,17.252,152.25,21.2,1069.347,638.697,126.129,17.291
939,298.043,76.092,60,125,1096.269,649.528,1096.281,649.492,63.795,21.27,17.841,165.417,21.706,1086.812,644.176,150.199,17.808
940,390.902,77.51,59,125,1060.242,661.868,1060.231,661.891,74.495,26.483,18.793,178.024,27.136,1046.915,658.217,167.981,18.691
941,846.865,80.656,61,128,1033.397,693.486,1033.474,693.577,107.304,35.424,30.438,125.408,36.605,1021.744,680.306,132.346,30.924
942,953.035,93.926,60,133,1065.908,689.416,1065.942,689.445,114.356,36.923,32.864,121.225,39.455,1053.422,673.8,126.174,32.803
943,249.635,89.015,62,128,1068.737,717.258,1068.747,717.25,58.204,18.214,17.451,130.518,19.075,1061.641,710.101,130.267,17.517
944,840.327,83.542,59,127,1045.948,727.462,1045.928,727.248,107.166,35.777,29.906,128.234,36.389,1032.36,715.409,138.434,29.879
945,1082.368,90.736,60,133,1083.616,745.318,1083.54,745.153,122.819,43.096,31.978,128.414,42.917,1071.23,727.567,125.91,32.117
946,818.512,89.665,57,133,1057.788,762.513,1057.815,762.447,106.261,36.823,28.302,111.898,37.619,1050.853,745.204,111.075,28.673
947,282.328,84.824,61,126,1044.642,783.286,1044.534,783.27,63.491,22.152,16.228,121.466,23.318,1038.182,772.943,123.923,17.072
948,1013.171,89.946,57,135,1084.942,785.769,1084.87,785.465,117.928,38.965,33.107,104.936,39.765,1080.648,766.265,102.181,33.303
949,995.96,83.622,59,126,1029.157,804.41,1028.783,804.147,117.353,40.374,31.409,128.719,40.494,1013.867,791.265,140.319,31.474
950,904.744,81.471,58,130,1066.351,813.877,1066.377,813.993,114.408,38.554,29.879,125.333,39.774,1054.107,797.772,131.859,30.855
951,196.418,80.968,59,127,1070.895,841.457,1070.822,841.489,52.271,17.504,14.287,167.779,17.823,1061.984,839.895,171.714,14.554
952,818.424,91.894,57,136,1043.306,838.727,1043.355,838.764,105.144,34.532,30.176,130.79,35.294,1028.593,828.936,145.076,30.201
953,1114.884,95.291,59,137,1066.901,868.568,1066.983,868.639,123.256,41.788,33.969,143.854,42.405,1048.627,858.388,148.878,34.56
954,933.273,101.065,61,138,1055.524,900.377,1055.582,900.425,113.747,38.49,30.873,123.194,40.31,1044.689,883.217,127.405,32.077
955,953.182,98.618,62,137,1088.414,905.352,1088.466,905.471,114.873,39.917,30.404,99.592,40.371,1086.983,884.587,94.622,30.479
956,286.55,87.692,66,133,1099.42,933.719,1099.396,933.753,63.038,20.921,17.439,122.532,21.709,1092.977,924.998,122.437,17.909
957,830.974,92.566,51,136,1043.906,930.733,1044.032,931,105.619,34.032,31.089,136.637,34.601,1036.299,914.724,108.166,30.843
958,222.484,86.34,66,118,1086.543,946.708,1086.5,946.691,55.095,17.411,16.27,57.777,17.819,1082.874,954.621,70.346,16.275
959,926.5,99.954,63,138,1061.294,961.188,1061.286,961.091,112.41,35.032,33.674,138.696,36.111,1046.573,950.169,137.306,33.629
960,242.07,90.574,61,134,1090.064,963.416,1090.068,963.389,57.772,18.76,16.429,15.439,19.768,1080.305,965.751,14.036,16.781
961,254.414,76.447,62,108,1117.695,655.95,1117.876,656.04,59.248,20.257,15.991,137.266,20.674,1111.641,647.772,129.623,16.19
962,1007.014,89.487,60,131,1142.245,673.963,1142.188,673.876,116.44,38.311,33.467,157.344,38.965,1124.997,666.265,156.702,33.73
963,1167.955,96.774,60,133,1102.11,677.654,1102.231,677.699,126.204,42.218,35.224,157.605,42.477,1085.614,664.553,138.923,36.019
964,220.197,80.27,63,122,1175.554,681.841,1175.587,681.764,54.787,18.381,15.253,158.028,18.982,1166.435,679.622,166.967,15.735
965,310.827,85.601,61,127,1159.946,696.236,1160,696.335,68.074,20.795,19.031,124.55,22.348,1148.798,692.121,149.112,19.295
966,915.094,84.199,59,125,1138.776,710.511,1138.667,710.369,112.73,37.938,30.711,149.879,38.461,1120.887,705.649,163.179,30.66
967,893.866,87.172,57,128,1103.492,712.491,1103.404,712.386,110.627,38.275,29.735,136.072,39.957,1090.408,696.916,135.347,30.597
968,1233.105,96.593,59,133,1124.518,747.741,1124.434,747.758,129.307,41.783,37.576,143.324,41.987,1105.819,738.183,143.457,37.309
969,1110.017,91.576,40,132,1158.397,771.498,1158.399,771.358,123.08,39.675,35.622,147.255,40.206,1144.518,756.676,142.788,35.399
970,790.511,82.59,55,129,1163.607,737.805,1163.549,737.782,103.746,34.798,28.925,140.974,35.056,1154.792,722.601,124.854,28.817
971,1163.498,90.448,55,133,1120.97,785.236,1121.105,785.314,125.721,42.199,35.105,144.103,43.219,1106.162,768.491,139.177,35.315
972,811.153,89.653,58,135,1105.517,817.056,1105.559,816.971,105.766,36.362,28.403,142.136,36.711,1091.607,805.649,137.079,28.333
973,1116.028,94.597,57,134,1142.23,820.754,1142.281,820.85,123.142,39.595,35.887,96.759,41.421,1136.127,800.854,105.588,36.085
974,894.804,85.412,61,132,1175.365,836.797,1175.431,836.939,110.475,35.614,31.99,136.512,36.974,1165.579,820.032,121.555,32.207
975,540.231,79.385,36,127,1149.278,859.455,1149.003,859.234,94.407,29.787,23.092,141.109,31.749,1135.785,850.34,142.45,24.284
976,1150.245,96.024,59,135,1103.066,848.95,1102.828,848.894,128.45,44.17,33.157,173.658,44.993,1081.846,846.916,171.685,34.214
977,938.345,95.099,61,137,1111.435,881.986,1111.413,882.021,112.007,35.333,33.814,113.46,36,1094.86,874.484,152.216,33.766
978,950.513,99.992,62,137,1145.327,891.852,1145.37,891.944,114.375,39.043,30.997,122.238,39.352,1134.929,875.34,121.477,30.76
979,249.371,81.434,67,119,1169.32,889.284,1169.323,889.262,59.158,19.764,16.065,124.68,20.458,1161.47,881.847,141.116,16.393
980,1152.239,101.934,63,139,1123.863,919.395,1123.911,919.488,124.574,41.001,35.781,140.883,41.879,1107.018,907.018,140.974,35.953
981,733.102,98.726,63,135,1159.148,932.225,1159.147,932.27,99.123,31.292,29.829,124.97,32.484,1153.764,917.292,105.282,29.944
982,187.212,98.878,77,132,1162.757,962.519,1162.71,962.56,50.615,17.79,13.399,145.848,18.132,1155.819,956.676,140.749,13.527
983,255.03,96.14,65,128,1177.82,1000.021,1177.865,1000.011,60.017,20.762,15.64,141.668,20.906,1168.148,996.23,160.378,15.696
984,1060.495,105.291,69,138,1128.022,956.919,1128.181,956.998,119.815,39.586,34.109,157.525,39.668,1108.388,954.963,171.31,33.892
985,843.435,111.11,76,139,1152.564,985.049,1152.668,985.145,106.027,34.713,30.936,167.695,35.052,1136.127,978.765,159.706,30.993
986,1137.579,109.894,70,140,1115.553,991.735,1115.637,991.819,123.316,38.626,37.498,69.833,39.667,1114.723,971.573,100.194,37.428
987,1023.17,114.829,83,140,1118.946,1033.337,1119.009,1033.428,117.559,37.737,34.522,128.566,38.521,1102.394,1024.655,152.752,34.845
988,824.728,111.052,83,139,1150.6,1022.795,1150.499,1022.85,105.205,33.642,31.213,116.53,34.052,1148.113,1039.723,78.69,31.177
989,165.573,105.401,87,132,1165.524,1047.243,1165.525,1047.255,47.947,16.682,12.637,119.893,17.159,1161.127,1039.552,126.069,12.76
990,675.985,119.952,97,140,1146.863,1057.364,1146.878,1057.412,96.115,32.046,26.858,103.831,32.168,1146.572,1073.456,84.502,26.504
991,805.259,125.949,97,157,1176.482,1069.468,1176.477,1069.932,103.99,34.558,29.669,80.112,34.92,1175.168,1086.812,82.108,29.918
992,1088.144,123.625,89,158,1116.108,1068.978,1116.145,1069.416,120.944,38.654,35.843,159.801,39.756,1097.6,1061.299,152,35.788
993,776.086,142.17,108,162,1146.577,1091.562,1146.588,1091.626,102.477,31.893,30.983,90.914,33.308,1143.148,1108.216,76.321,30.668
994,742.132,138.344,112,161,1111.149,1103.39,1111.147,1103.398,100.077,31.598,29.904,26.509,32.148,1095.545,1109.244,21.235,30.242
995,450.51,141.37,111,159,1136.644,1124.764,1136.598,1124.769,77.889,25.244,22.722,151.631,25.699,1126.367,1116.435,141.221,23.212
996,725.771,145.981,127,162,1176.263,1106.708,1176.261,1106.705,99.212,31.431,29.4,70.591,32.052,1175.853,1089.894,96.442,29.501
997,196.653,136.266,124,157,1158.275,1131.384,1158.272,1131.403,51.587,16.262,15.397,114.771,16.865,1152.737,1125.168,138.705,15.499
998,234.007,145.53,132,161,1176.718,1135.893,1176.744,1135.89,56.743,18.542,16.069,103.499,19.086,1174.483,1144.86,80.707,15.935
999,222.455,143.004,118,160,1146.918,1148.199,1146.916,1148.225,54.925,18.057,15.686,67.746,18.711,1142.976,1156.846,60.385,16.17
1000,641.651,151.97,137,164,1168.733,1162.952,1168.773,1162.985,92.291,29.133,28.043,175.621,29.639,1154.963,1168.833,25.677,27.35
1001,1005.871,89.233,47,127,1226.586,706.889,1226.519,706.891,118.11,38.906,32.918,144.51,39.546,1213.524,692.464,131.489,32.819
1002,943.389,87.606,56,128,1265.567,720.952,1265.644,720.92,113.635,38.461,31.23,149.217,39.381,1247.942,712.841,149.421,32.102
1003,333.316,80.977,57,124,1242.915,735.132,1242.998,735.175,68.378,24.068,17.633,148.698,24.229,1232.531,728.936,141.024,17.836
1004,1023.639,90.213,55,128,1235.569,760.867,1235.511,760.801,117.527,37.874,34.413,152.369,38.136,1219.517,750.683,146.167,34.016
1005,1244.833,91.553,60,127,1275.4,758.964,1275.258,758.917,130.612,45.463,34.863,145.069,46.405,1257.017,744.69,145.372,35.364
1006,247.319,79.547,56,122,1310.377,775.512,1310.422,775.493,58.917,20.9,15.067,140.197,21.313,1302.565,767.977,128.804,15.198
1007,999.186,84.725,59,130,1265.999,791.844,1265.916,791.672,117.969,41.727,30.489,140.524,41.784,1249.483,778.423,143.835,30.656
1008,962.506,90.082,58,129,1303.409,799.53,1303.584,799.783,113.932,38.185,32.094,130.383,39.467,1289.894,784.587,130.601,32.519
1009,747.234,85.065,56,129,1254.268,820.815,1254.219,820.859,100.921,33.854,28.103,171.894,33.952,1237.326,822.943,8.702,27.989
1010,794.499,95.413,57,130,1286.639,829.559,1286.672,829.602,103.113,34.627,29.214,110.06,34.878,1279.62,813.525,109.502,29.64
1011,854.987,86.852,60,131,1227.318,838.733,1227.243,838.759,108.648,36.781,29.597,148.897,38.13,1213.524,826.196,139.371,30.474
1012,842.907,94.713,50,133,1227.698,869.137,1227.729,869.02,106.642,34.674,30.952,178.659,35.426,1213.182,878.422,29.539,30.137
1013,1001.736,84.515,47,131,1263.518,853.106,1263.393,852.918,117.132,37.689,33.842,148.354,38.363,1246.058,845.888,163.668,33.513
1014,808.514,96.893,60,133,1255.154,890.557,1255.125,890.59,104.117,33.414,30.809,146.082,34.152,1239.038,885.1,158.839,31.128
1015,833.436,84.834,55,130,1286.323,880.963,1286.497,881.129,106.287,34.014,31.198,139.015,35.244,1271.743,871.059,151.567,31.062
1016,293.293,86.436,64,128,1281.08,906.796,1281.109,906.825,64.133,22.861,16.335,132.736,23.266,1273.627,897.772,128.726,16.435
1017,190.642,92.064,68,127,1289.962,926.355,1289.974,926.403,50.383,16.215,14.97,143.126,16.641,1285.442,919.518,130.409,14.968
1018,1135.233,97.905,65,135,1259.657,924.385,1259.781,924.682,123.064,40.622,35.582,163.704,41.523,1241.264,914.21,155.126,35.959
1019,172.375,94.204,74,130,1245.923,961.76,1245.909,961.737,49.449,15.768,13.919,111.561,16.581,1241.949,954.792,125.331,14.312
1020,1039.736,106.405,70,136,1272.542,960.152,1272.561,960.335,117.914,37.87,34.957,15.031,38.088,1256.675,971.059,30.831,34.512
1021,836.105,109.143,84,136,1230.628,981.622,1230.595,981.597,105.818,32.925,32.333,84.706,33.918,1227.394,964.552,101.65,31.996
1022,1185.635,115.043,83,138,1265.017,999.018,1264.963,999.054,125.562,39.651,38.072,134.925,41.467,1249.826,985.614,138.013,38.302
1023,72.627,97.384,84,122,1290.219,1002.128,1290.22,1002.17,31.686,10.625,8.703,120.978,11.292,1286.298,997.943,130.696,9.075
1024,344.78,106.472,89,134,1238.851,1015.634,1238.847,1015.63,67.946,22.177,19.794,125.701,23.058,1235.442,1004.621,115.043,20.337
1025,559.993,119.082,95,137,1266.273,1036.554,1266.22,1036.557,87.085,27.26,26.155,29.969,28,1255.819,1046.744,50.957,26.235
1026,917.323,115.996,91,137,1299.64,1024.993,1299.699,1025.085,111.09,36.19,32.273,176.715,37.034,1282.017,1027.566,2.915,32.325
1027,100.188,102.077,90,116,1219.759,1033.337,1219.754,1033.322,37.808,13.652,9.344,132.574,13.929,1213.867,1029.792,136.494,9.444
1028,798.662,121.664,103,139,1237.589,1058.48,1237.598,1058.497,103.092,32.763,31.038,21.671,33.218,1222.6,1066.264,30.001,30.969
1029,575.65,128.981,106,154,1268.698,1075.971,1268.635,1076.303,87.72,28.755,25.49,17.81,29.42,1253.935,1078.422,12.095,25.603
1030,953.915,145.03,116,158,1237.173,1093.387,1237.189,1093.453,113.375,36.373,33.392,40.986,37.385,1229.449,1110.785,65.078,33.315
1031,927.819,145.247,126,157,1297.899,1097.164,1297.944,1097.202,114.895,37.152,31.798,129.894,39.078,1281.846,1085.442,142.477,32.081
1032,1035.367,148.007,135,160,1268.167,1111.169,1268.186,1111.231,120.213,39.54,33.34,135.816,40.899,1257.702,1094.518,131.096,34.195
1033,1157.37,150.599,138,161,1232.591,1134.078,1232.596,1134.131,125.881,41.437,35.563,69.258,41.869,1231.161,1154.62,81.77,35.791
1034,803.676,149.805,134,160,1265.505,1145.879,1265.513,1145.883,104.19,34.99,29.244,52.774,35.214,1251.538,1157.702,49.338,29.312
1035,702.755,149.77,139,159,1301.91,1143.16,1301.923,1143.181,96.524,30.762,29.087,117.587,31.212,1292.805,1130.305,125.172,29.161
1036,755.561,151.828,142,161,1227.6,1171.751,1227.577,1171.76,100.362,31.881,30.175,47.601,32.85,1212.497,1178.764,22.689,29.828
1037,952.478,151.59,141,162,1260.707,1182.654,1260.709,1182.67,113.504,37.365,32.456,3.794,37.712,1242.463,1186.298,11.259,31.921
1038,872.726,151.466,142,162,1297.646,1177.128,1297.656,1177.151,107.908,34.47,32.237,113.096,35.576,1289.723,1161.47,119.403,32.363
1039,782.36,151.541,141,162,1248.145,1215.11,1248.137,1215.112,107.503,34.047,29.257,127.763,35.027,1232.189,1213.353,169.294,29.737
1040,85.411,147.091,136,158,1270.45,1226.699,1270.444,1226.702,35.165,12.354,8.802,153.569,12.301,1266.264,1222.428,128.784,8.658
1041,815.346,151.074,138,162,1262.226,1244.93,1262.239,1244.926,105.284,35.088,29.586,170.911,35.457,1244.517,1248.627,5.821,29.425
1042,836.31,152.16,142,161,1285.472,1208.701,1285.464,1208.699,105.936,33.274,32.002,5.951,34.148,1267.805,1207.017,171.057,32.2
1043,817.75,149.185,131,161,1299.672,1242.538,1299.649,1242.534,107.567,33.376,31.196,85.475,34.392,1282.531,1241.435,164.995,31.383
1044,835.987,148.516,133,162,1286.937,1271.225,1286.947,1271.246,107.347,35.127,30.302,170.713,35.683,1269.688,1268.661,173.387,29.467
1045,856.219,148.98,131,163,1244.542,1269.135,1244.551,1269.149,107.786,36.047,30.243,155.644,36.769,1227.223,1262.839,160.974,30.094
1046,1316.668,148.047,118,163,1268.903,1300.652,1268.98,1300.688,133.175,44.398,37.76,156.692,44.41,1249.997,1288.695,150.173,37.183
1047,85.763,131.082,118,153,1277.726,1326.574,1277.709,1326.569,35.179,11.645,9.377,96.721,12.335,1277.565,1332.531,76.35,9.264
1048,648.336,141.734,117,161,1297.069,1325.508,1297.127,1325.476,93.809,29.523,27.961,102.101,31.311,1294.517,1309.757,98.174,28.201
1049,229.111,131.413,114,157,1301.186,1350.18,1301.185,1350.184,55.698,18.05,16.162,167.19,19.034,1291.949,1348.284,171.724,16.465
1050,167.332,132.888,116,156,1313.045,1361.234,1313.05,1361.236,48.53,16.85,12.644,52.145,17.244,1308.729,1368.661,57.572,12.562
1051,1066.535,95.286,59,134,937.777,774.213,937.831,774.343,120.159,38.505,35.267,74.109,39.162,932.361,793.491,79.673,35.075
1052,227.879,79.213,62,122,1197.897,686.344,1197.879,686.258,56.467,19.625,14.785,143.708,20.279,1188.696,681.334,146.712,15.014
1053,817.574,94.691,59,130,1184.801,706.889,1184.771,706.898,105.819,34.187,30.449,28.99,34.799,1169.689,716.779,31.109,30.184
1054,1189.769,92.841,57,132,1204.176,735.791,1204.128,735.766,126.939,41.4,36.591,162.841,42.236,1183.559,728.423,161.565,36.223
1055,807.458,91.121,59,134,1195.701,767.458,1195.733,767.564,105.389,35.515,28.948,154.702,35.653,1182.017,755.135,143.791,28.848
1056,888.823,90.469,58,131,1220.619,791.039,1220.687,791.121,109.554,35.652,31.743,175.461,36.624,1202.908,795.203,9.418,31.899
1057,950.191,89.829,61,128,1185.257,803.723,1185.057,803.52,112.319,36.147,33.469,117.215,37.063,1177.565,786.813,120.237,33.733
1058,242.305,81.57,60,126,1215.236,815.52,1215.15,815.497,57.336,19.771,15.604,2.682,20.523,1205.305,813.012,169.909,15.729
1059,320.503,86.01,58,129,1202.017,831.77,1202.003,831.846,66.773,23.624,17.274,89.393,23.569,1198.969,820.032,106.46,16.952
1060,1026.248,96.442,64,133,1193.735,871.786,1193.682,871.815,117.887,40.175,32.524,102.246,40.685,1188.011,851.881,110.189,32.813
1061,913.687,98.279,67,137,1185.841,911.259,1185.895,911.334,110.473,35.99,32.324,158.101,37.266,1168.148,905.648,158.15,32.877
1062,1104.241,98.887,52,136,1221.877,902.431,1221.922,902.588,121.916,40.616,34.616,148.46,41.193,1207.189,888.183,137.021,34.678
1063,747.469,102.4,67,137,1190.597,943.914,1190.639,944.065,100.744,31.585,30.132,130.778,33.085,1180.134,932.018,127.641,30.174
1064,1080.403,106.282,71,136,1224.258,939.972,1224.197,939.996,121.172,40.052,34.346,133.694,40.544,1217.12,921.23,114.184,34.19
1065,843.435,106.822,77,139,1190.13,975.196,1190.12,975.272,110.827,36.196,29.669,153.231,38.57,1172.942,965.751,158.104,30.169
1066,813.85,115.98,76,137,1210.034,1007.42,1210.004,1007.457,104.913,34.595,29.953,152.856,35.296,1193.148,1001.881,158.663,29.865
1067,1105.355,119.545,93,141,1185.278,1031.354,1185.322,1031.405,122.261,39.353,35.763,132.136,40.082,1173.97,1013.696,118.864,35.328
1068,51.282,103.211,91,121,1205.277,1047.036,1205.251,1047.057,28.121,10.452,6.247,77.564,10.562,1203.079,1051.71,73.034,6.607
1069,789.075,132.358,105,158,1208.524,1076.487,1208.462,1076.947,104.197,34.287,29.302,23.469,35.429,1191.606,1080.819,11.147,29.82
1070,210.492,141.055,125,157,1200.869,1100.876,1200.851,1100.908,53.875,17.667,15.17,154.191,18.465,1192.291,1097.086,161.061,15.349
1071,760.135,150.336,137,161,1200.297,1127.66,1200.289,1127.69,101.967,33.954,28.504,68.412,34.106,1191.778,1141.778,57.507,28.582
